Droite;Toit;Porte;Fenetre;Gauche;Sol;Air haut;Air;Air bas;Temp Indoor;Temp Outdoor
0.0014083575804390612;0.0030962520665320688;0.004225072741317173;0.002335496832484571;0.002634795772034435;0.002112536370658593;0.010992108363775881;0.014333685689819806;0.0025061906821982217;0.033554667372503295;0.031705775473044547
0.0019497827808662089;0.002112536370658502;0.0021125363706586105;0.0024729946379517987;0.0019497827808661874;0.0026347957720343524;0.0009090909090908438;0.001626231256363506;0.0033771228401830275;0.014171324789199996;0.014910199515324279
0.0022636181087255986;0.002263618108725162;0.002370619056437106;0.002439346884545256;0.0016262312563632341;0.002263618108725286;0.0020730462274527336;0.0033771228401828285;0.001949782780866047;0.01959929160467189;0.01928044442408032
0.019775600627169015;0.007540524128482085;0.00928875619959613;0.017425164665975643;0.01816362726362519;0.020762330797992865;0.006911482839544615;0.009577867048047849;0.007181242784774885;0.05548732265307619;0.05663278844691281
0.004106032651141297;0.0034257170329843835;0.003520893951096921;0.003401506715248931;0.005094154809498748;0.004283352359777267;0.0024729946379515987;0.0024729946379528993;0.003327819130495424;0.03134188969393562;0.03182337619937936
