Droite;Toit;Porte;Fenetre;Gauche;Sol;Air haut;Air;Air bas;Temp Indoor;Temp Outdoor
0.019775600627169015;0.007540524128482085;0.00928875619959613;0.017425164665975643;0.01816362726362519;0.020762330797992865;0.010992108363775881;0.014333685689819806;0.007181242784774885;0.05548732265307619;0.05663278844691281
