JOFRA;Droite;Toit;Porte;Fenetre;Gauche;Sol;Air haut;Air;Air bas;Temp Indoor;Temp Outdoor
0.0;0.7272727272727273;0.8236363636363637;0.41818181818181815;0.32;0.5581818181818182;0.7009090909090908;0.17909090909090908;0.8899999999999999;0.2409090909090909;2.7204545454545457;2.6002727272727273
10.0;10.542727272727273;10.659090909090908;10.239090909090908;10.104545454545454;10.362727272727271;10.501818181818182;10.139090909090909;10.610909090909091;10.213636363636365;12.67090909090909;12.576363636363636
20.0;20.40818181818182;20.51181818181818;20.087272727272726;19.933636363636364;20.21909090909091;20.35818181818182;20.195454545454545;20.483636363636364;20.282727272727275;22.263636363636365;22.17909090909091
30.0;30.36727272727273;30.373636363636365;29.94090909090909;29.83;30.14909090909091;30.30272727272727;30.316363636363636;30.41090909090909;30.384545454545457;31.735454545454544;31.680000000000003
40.0;40.07636363636364;40.15090909090909;39.76181818181818;39.56545454545455;39.88636363636363;40.01272727272727;40.29454545454546;40.234545454545454;40.39272727272727;40.31636363636364;40.26
