Droite;Toit;Porte;Fenetre;Gauche;Sol;Air haut;Air;Air bas;Temp Indoor;Temp Outdoor
0.07681528773461735;0.06305165139630828;0.06438150753435866;0.07346390579424333;0.07448707248202317;0.078300628539955;0.06590872727172406;0.0695084036776718;0.06280959025578141;0.1462263161581726;0.14873429634449215
